Service Tag,System Type,Ship Date,Dell IBU,Description,Provider,Warrenty Extension Notice *,Start Date,End Date,Days Left,,,,,,,,,,,,,,,,,,
1O9KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LDNKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E8HKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
DGEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
26OKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
gbhkyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
IONKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5clkyb1,latitude d620,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
9bfkyb1,dell precision workstation 390,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/14/2009,0,,,,,,,,,,,,,,,,,,
4OGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NB9KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
ED0KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0EOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
FCLKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5g2kyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
h0ckyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
dd7kyb1,poweredge rack chassis 4210,10/14/2006,americas,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
ICJKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0P7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
O6MKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
L7KKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
g1fkyb1,latitude d620,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2009,0,client gold support / prosupport,dell,no,10/15/2006,10/14/2009,0,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,
fj6kyb1,latitude d620,10/15/2006,americas,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,,,,,,,
NIPKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
jlpkyb1,inspiron 9400/e1705,10/15/2006,canada,rapid response depot,sol,no,10/15/2006,10/15/2007,0,limited technical support,dell,no,10/15/2006,10/15/2007,0,,,,,,,,,,,,
8nlkyb1,inspiron 6400/e1505,10/25/2006,latin america,next business day support,uny,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,,,,
NBJKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
A33KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P3AKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
7n5kyb1,dimension c521,10/16/2006,americas,dell,11/9/2006,10/15/2010,0,limited technical support,dell,11/9/2006,10/15/2010,0,"next business day, includes nights/weekends",qlx,11/9/2006,10/15/2010,0,,,,,,,,,,
7ppkyb1,latitude d620,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
5HEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
7f4kyb1,latitude d620,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2009,0,client gold support / prosupport,dell,no,10/15/2006,10/14/2009,0,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,
GAEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
I9IKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
7LEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PGGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
830kyb1,dimension 1100/b110,10/14/2006,americas,limited technical support,dell,no,10/14/2007,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
CECKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LJBKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OGFKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ1KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P0OKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0N3KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3fgkyb1,inspiron 9400/e1705,10/16/2006,americas,client gold support / prosupport,dell,no,10/16/2006,10/15/2009,0,complete care,dell,no,10/16/2006,10/15/2009,0,limited technical support,dell,no,10/16/2007,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0
blnkyb1,latitude d620,10/15/2006,americas,client gold support / prosupport,dell,no,10/15/2006,10/14/2009,0,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,
80jkyb1,dimension e521,10/16/2006,americas,limited technical support,dell,no,10/16/2006,10/16/2007,0,next business day support,qlx,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,
fdbkyb1,optiplex gx620,10/15/2006,americas,keep your hard drive service,dell,no,10/15/2006,10/15/2009,0,,,,,,,,,,,,,,,,,,
fk5kyb1,dimension e521,10/14/2006,americas,qlx,10/14/2007,10/13/2010,0,limited technical support,dell,10/14/2007,10/13/2010,0,,,,,,,,,,,,,,,
AG4KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
96dkyb1,inspiron 9400/e1705,10/15/2006,canada,next business day support,wang,no,10/15/2007,10/14/2009,0,limited technical support,dell,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,
8gjkyb1,inspiron 9400/e1705,10/16/2006,canada,rapid response depot,sol,no,10/16/2006,10/16/2007,0,limited technical support,dell,no,10/16/2006,10/16/2007,0,complete care,dell,no,10/16/2006,10/16/2007,0,,,,,,
N96KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
002KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
F9EKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4l7kyb1,optiplex gx620,10/14/2006,canada,next business day support,uny,no,10/14/2007,10/13/2011,268,,,,,,,,,,,,,,,,,,
g69kyb1,optiplex gx620,10/14/2006,americas,next business day support,uny,no,10/14/2007,10/13/2010,0,,,,,,,,,,,,,,,,,,
ggmkyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2009,0,client gold support / prosupport,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,
7glkyb1,inspiron 6400/e1505,10/16/2006,americas,limited technical support,dell,no,10/16/2006,10/16/2007,0,rapid response depot,sol,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,
I8MKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
gcgkyb1,dimension c521,10/18/2006,americas,dell,10/18/2006,10/18/2007,0,next business day support,bsc,10/18/2006,10/18/2007,0,,,,,,,,,,,,,,,
12ckyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
6lmkyb1,optiplex gx520,10/14/2006,canada,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
K4MKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
f7gkyb1,latitude d620,10/18/2006,americas,next business day support,uny,no,10/18/2007,10/17/2009,0,,,,,,,,,,,,,,,,,,
f7gkyb1,latitude d620,10/18/2006,americas,next business day support,uny,no,10/18/2007,10/17/2009,0,,,,,,,,,,,,,,,,,,
2O6KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P0LKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
AM3KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
gh6kyb1,inspiron 6400/e1505,10/31/2006,latin america,next business day support,uny,no,10/17/2007,1/14/2009,0,,,,,,,,,,,,,,,,,,
47EKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1dhkyb1,dimension e520,10/14/2006,canada,complete care,dell,no,10/14/2006,10/13/2009,0,limited technical support,dell,no,10/14/2007,10/13/2009,0,next business day support,wang,no,10/14/2007,10/13/2009,0,,,,,,
2FEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
963kyb1,optiplex 745,10/14/2006,americas,client gold support / prosupport,dell,no,10/14/2006,10/13/2009,0,next business day support,bsc,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
E1IKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E9HKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
AOIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
h9fkyb1,dell precision workstation 390,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
9plkyb1,inspiron 6400/e1505,10/20/2006,latin america,uny,10/16/2006,10/16/2007,0,complete care,dell,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,
72fkyb1,latitude d620,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
hndkyb1,optiplex 745,10/14/2006,americas,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
36IKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
j2bkyb1,optiplex gx620,10/14/2006,americas,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
cfjkyb1,latitude d620,10/18/2006,americas,complete care,dell,no,10/18/2006,10/17/2009,0,client gold support / prosupport,dell,no,10/18/2006,10/17/2009,0,next business day support,uny,no,10/18/2007,10/17/2009,0,,,,,,
6mmkyb1,inspiron 6400/e1505,10/16/2006,americas,dell,10/16/2006,10/16/2007,0,rapid response depot,sol,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,
5m0kyb1,latitude d420,10/16/2006,americas,client gold support / prosupport,dell,no,10/16/2006,10/15/2010,0,,,,,,,,,,,,,,,,,,
57IKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P55KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
K51KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
f7nkyb1,latitude d620,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
b42kyb1,optiplex gx620,10/18/2006,americas,next business day support,uny,no,10/18/2007,10/17/2009,0,,,,,,,,,,,,,,,,,,
O83KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
I95KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NIIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
EOMKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LB7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LLAKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
f0bkyb1,latitude d620,1/25/2007,americas,next business day support,uny,no,1/25/2008,1/24/2010,0,,,,,,,,,,,,,,,,,,
0PLKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
7p2kyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
M8CKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5c2kyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2009,0,next business day support,dc1,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,
LKLKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3k2kyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
LCHKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
g49kyb1,latitude d620,10/16/2006,americas,rapid response depot,sol,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
EFHKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
41mkyb1,latitude d520,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
7mkkyb1,latitude d520,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2009,0,client gold support / prosupport,dell,no,10/15/2006,10/14/2009,0,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,
gpdkyb1,optiplex 745,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
65mkyb1,inspiron 6400/e1505,10/15/2006,americas,dell,10/15/2006,10/15/2007,0,rapid response depot,sol,10/15/2006,10/15/2007,0,,,,,,,,,,,,,,,
37jkyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2009,0,client gold support / prosupport,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,
MPAKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
K6NKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
gnnkyb1,optiplex gx520,10/14/2006,americas,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
887kyb1,optiplex gx620,10/14/2006,canada,next business day support,uny,no,10/14/2007,10/13/2011,268,,,,,,,,,,,,,,,,,,
43ckyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
MHOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
h2bkyb1,latitude d420,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2009,0,client gold support / prosupport,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,
OD7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2PAKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
241kyb1,optiplex gx520,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/14/2009,0,,,,,,,,,,,,,,,,,,
P1CKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
217kyb1,poweredge sc430,10/13/2006,americas,next business day support,uny,no,10/13/2006,10/13/2007,0,,,,,,,,,,,,,,,,,,
1kpkyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2009,0,next business day support,qlx,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,
PC9KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2g3kyb1,optiplex gx520,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/14/2009,0,,,,,,,,,,,,,,,,,,
4h0kyb1,dell precision workstation 490,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2010,0,,,,,,,,,,,,,,,,,,
f85kyb1,dimension c521,10/14/2006,americas,dell,10/14/2006,10/14/2007,0,next business day support,bsc,10/14/2006,10/14/2007,0,,,,,,,,,,,,,,,
IPOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
I00KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2A5KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NO0KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
h74kyb1,inspiron 6400/e1505,10/15/2006,americas,qlx,10/15/2007,10/14/2009,0,limited technical support,dell,10/15/2007,10/14/2009,0,,,,,,,,,,,,,,,
49pkyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2010,0,,,,,,,,,,,,,,,,,,
EO1KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MLGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
05NKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
cb6kyb1,inspiron 640m / e1405,10/15/2006,americas,sol,10/15/2006,10/15/2007,0,limited technical support,dell,10/15/2006,10/15/2007,0,,,,,,,,,,,,,,,
01GKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MG3KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LBBKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KFPKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
48fkyb1,latitude d620,10/18/2006,americas,complete care,dell,no,10/18/2006,10/17/2009,0,client gold support / prosupport,dell,no,10/18/2006,10/17/2009,0,next business day support,uny,no,10/18/2007,10/17/2009,0,,,,,,
AH9KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
55fkyb1,dimension c521,10/14/2006,americas,dell,10/14/2006,10/14/2007,0,next business day support,bsc,10/14/2006,10/14/2007,0,,,,,,,,,,,,,,,
4OMKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
J87KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
d1nkyb1,optiplex gx520,11/8/2006,canada,next business day support,uny,no,2/18/2010,2/16/2011,29,,,,,,,,,,,,,,,,,,
5mnkyb1,latitude d620,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2009,0,client gold support / prosupport,dell,no,10/15/2006,10/14/2009,0,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,
9n8kyb1,dimension 1100/b110,10/16/2006,americas,next business day support,uny,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,,,,
5p9kyb1,poweredge 1950,10/14/2006,americas,bronze software support,dell,no,10/14/2006,10/13/2009,0,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
fhmkyb1,latitude d620,10/19/2006,americas,complete care,dell,no,10/19/2006,10/18/2009,0,client gold support / prosupport,dell,no,10/19/2006,10/18/2009,0,next business day support,uny,no,10/19/2007,10/18/2009,0,,,,,,
jn2kyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/14/2009,0,,,,,,,,,,,,,,,,,,
NJ4KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
463kyb1,latitude d620,10/16/2006,americas,client gold support / prosupport,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,
j7lkyb1,latitude d820,10/17/2006,americas,complete care,dell,no,10/17/2006,10/16/2009,0,client gold support / prosupport,dell,no,10/17/2006,10/16/2009,0,next business day support,qlx,no,10/17/2007,10/16/2009,0,,,,,,
cflkyb1,dimension c521,10/14/2006,americas,dell,10/14/2006,10/14/2007,0,next business day support,bsc,10/14/2006,10/14/2007,0,,,,,,,,,,,,,,,
4POKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
GIEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
dklkyb1,xps m1710,10/18/2006,americas,xps technical support,dell,no,10/18/2006,10/18/2007,0,next business day support,qlx,no,10/18/2006,10/18/2007,0,,,,,,,,,,,,
44dkyb1,latitude d420,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2009,0,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,
9IPKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0K3KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4ODKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
IO6KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P1HKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
HE6KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
20IKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
HDOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
c92kyb1,optiplex gx620,10/14/2006,canada,next business day support,uny,no,10/14/2007,10/13/2011,268,,,,,,,,,,,,,,,,,,
gn5kyb1,latitude d620,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
1PAKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
O7MKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5k8kyb1,dimension 1100/b110,10/16/2006,americas,next business day support,uny,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,,,,
LBGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
hg4kyb1,optiplex gx620,10/14/2006,americas,client gold support / prosupport,dell,no,10/14/2006,10/13/2010,0,next business day support,uny,no,10/14/2007,10/13/2010,0,,,,,,,,,,,,
4MEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
M72KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P26KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
G6AKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
44dkyb1,latitude d420,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2009,0,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,
f58kyb1,inspiron 6400/e1505,10/15/2006,americas,dell,10/15/2006,10/15/2007,0,complete care,dell,10/15/2006,10/15/2007,0,next business day support,bsc,10/15/2006,10/15/2007,0,,,,,,,,,,
HDIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
A7BKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3klkyb1,inspiron 6400/e1505,10/16/2006,americas,dell,10/16/2006,10/16/2007,0,rapid response depot,sol,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,
249kyb1,inspiron 6400/e1505,10/31/2006,latin america,next business day support,uny,no,10/16/2007,1/13/2009,0,,,,,,,,,,,,,,,,,,
APFKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
19EKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
636kyb1,dell precision workstation 390,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/14/2009,0,,,,,,,,,,,,,,,,,,
L5DKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
AL6KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
I6OKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
FPEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
59hkyb1,latitude d620,10/18/2006,americas,complete care,dell,no,10/18/2006,10/17/2010,0,next business day support,uny,no,10/18/2007,10/17/2010,0,,,,,,,,,,,,
A9LKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
91EKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
24pkyb1,inspiron 6400/e1505,10/15/2006,americas,dell,10/15/2007,10/14/2008,0,next business day support,bsc,10/15/2007,10/14/2008,0,,,,,,,,,,,,,,,
E2KKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
BBEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
b60kyb1,latitude d620,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2010,0,next business day support,uny,no,10/15/2007,10/14/2010,0,,,,,,,,,,,,
17dkyb1,inspiron 6400/e1505,10/16/2006,americas,dell,10/16/2006,10/16/2007,0,rapid response depot,sol,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,
jn8kyb1,dimension 1100/b110,10/16/2006,americas,next business day support,uny,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,,,,
4jbkyb1,dimension c521,10/14/2006,americas,dell,10/14/2006,10/14/2007,0,next business day support,bsc,10/14/2006,10/14/2007,0,,,,,,,,,,,,,,,
FFEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
O74KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
7mckyb1,inspiron 640m / e1405,10/15/2006,americas,bsc,10/15/2007,10/14/2008,0,limited technical support,dell,10/15/2007,10/14/2008,0,,,,,,,,,,,,,,,
AILKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P6BKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
BE1KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
DAEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
hpnkyb1,inspiron 6400/e1505,10/16/2006,americas,sol,10/16/2006,10/16/2007,0,limited technical support,dell,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,
6I8KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
GOKKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
HI9KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
f18kyb1,dimension c521,10/16/2006,americas,next business day support,qlx,no,10/16/2007,10/15/2009,0,limited technical support,dell,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,
53fkyb1,latitude d620,10/17/2006,americas,complete care,dell,no,10/17/2006,10/16/2009,0,next business day support,uny,no,10/17/2007,10/16/2009,0,,,,,,,,,,,,
30AKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
N3LKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
73dkyb1,optiplex 745,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
427kyb1,inspiron 6400/e1505,10/31/2006,latin america,next business day support,uny,no,10/17/2007,1/14/2009,0,,,,,,,,,,,,,,,,,,
37fkyb1,optiplex 745,10/14/2006,americas,next business day support,uny,no,10/14/2007,10/13/2010,0,,,,,,,,,,,,,,,,,,
9ckkyb1,inspiron 6400/e1505,10/15/2006,americas,dell,10/15/2006,10/15/2007,0,rapid response depot,sol,10/15/2006,10/15/2007,0,,,,,,,,,,,,,,,
LM9KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6APKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
